Time(ms),PCElapsed(ms),ADC,Voltage(V)
1415720,2047.000,680,0.731
1415725,2047.000,681,0.732
1415730,2047.000,681,0.732
1415735,2047.000,681,0.732
1415740,2047.000,680,0.731
1415745,2047.000,681,0.732
1415750,2047.000,681,0.732
1415755,2047.000,681,0.732
1415760,2063.000,681,0.732
1415766,2063.000,681,0.732
1415771,2063.000,681,0.732
1415776,2078.000,681,0.732
1415781,2078.000,681,0.732
1415786,2078.000,681,0.732
1415791,2094.000,681,0.732
1415796,2094.000,681,0.732
1415801,2094.000,681,0.732
1415806,2110.000,682,0.733
1415811,2110.000,681,0.732
1415816,2110.000,681,0.732
1415821,2110.000,682,0.733
1415826,2141.000,681,0.732
1415831,2156.000,682,0.733
1415836,2156.000,682,0.733
1415841,2156.000,681,0.732
1415846,2172.000,681,0.732
1415851,2172.000,682,0.733
1415856,2172.000,682,0.733
1415861,2172.000,681,0.732
1415866,2172.000,681,0.732
1415871,2172.000,682,0.733
1415876,2172.000,682,0.733
1415881,2172.000,682,0.733
1415886,2188.000,682,0.733
1415891,2188.000,682,0.733
1415896,2188.000,682,0.733
1415901,2203.000,681,0.732
1415906,2203.000,682,0.733
1415911,2203.000,682,0.733
1415916,2219.000,682,0.733
1415921,2219.000,682,0.733
1415926,2219.000,682,0.733
1415931,2235.000,682,0.733
1415936,2235.000,682,0.733
1415941,2235.000,682,0.733
1415946,2281.000,682,0.733
1415951,2281.000,682,0.733
1415956,2281.000,682,0.733
1415961,2281.000,682,0.733
1415966,2281.000,682,0.733
1415971,2281.000,682,0.733
1415976,2281.000,682,0.733
1415981,2281.000,682,0.733
1415986,2281.000,682,0.733
1415991,2281.000,682,0.733
1415996,2297.000,682,0.733
1416001,2297.000,682,0.733
1416006,2297.000,682,0.733
1416011,2313.000,682,0.733
1416016,2313.000,682,0.733
1416022,2313.000,682,0.733
1416027,2328.000,682,0.733
1416032,2328.000,682,0.733
1416037,2328.000,682,0.733
1416042,2344.000,682,0.733
1416047,2344.000,682,0.733
1416052,2344.000,682,0.733
1416057,2360.000,682,0.733
1416062,2360.000,682,0.733
1416067,2360.000,682,0.733
1416072,2391.000,682,0.733
1416077,2406.000,682,0.733
1416082,2406.000,682,0.733
1416087,2406.000,683,0.734
1416092,2406.000,683,0.734
1416097,2406.000,683,0.734
1416102,2406.000,683,0.734
1416107,2406.000,683,0.734
1416112,2406.000,683,0.734
1416117,2406.000,682,0.733
1416122,2422.000,682,0.733
1416127,2422.000,682,0.733
1416132,2422.000,683,0.734
1416137,2438.000,682,0.733
1416142,2438.000,682,0.733
1416147,2438.000,683,0.734
1416152,2453.000,683,0.734
1416157,2453.000,682,0.733
1416162,2453.000,682,0.733
1416167,2469.000,682,0.733
1416172,2469.000,682,0.733
1416177,2469.000,682,0.733
1416182,2485.000,683,0.734
1416187,2516.000,683,0.734
1416192,2531.000,683,0.734
1416197,2531.000,683,0.734
1416202,2531.000,683,0.734
1416207,2531.000,683,0.734
1416212,2531.000,683,0.734
1416217,2531.000,683,0.734
1416222,2531.000,683,0.734
1416227,2531.000,683,0.734
1416232,2531.000,683,0.734
1416237,2531.000,683,0.734
1416242,2531.000,682,0.733
1416247,2547.000,683,0.734
1416252,2547.000,683,0.734
1416257,2547.000,683,0.734
1416262,2563.000,682,0.733
1416267,2563.000,683,0.734
1416272,2563.000,683,0.734
1416278,2578.000,683,0.734
1416283,2578.000,683,0.734
1416288,2578.000,683,0.734
1416293,2594.000,683,0.734
1416298,2594.000,683,0.734
1416303,2594.000,683,0.734
1416308,2641.000,684,0.735
1416313,2641.000,684,0.735
1416318,2641.000,683,0.734
1416323,2641.000,683,0.734
1416328,2641.000,684,0.735
1416333,2641.000,684,0.735
1416338,2641.000,684,0.735
1416343,2641.000,683,0.734
1416348,2641.000,684,0.735
1416353,2656.000,684,0.735
1416358,2656.000,684,0.735
1416363,2656.000,684,0.735
1416368,2656.000,683,0.734
1416373,2672.000,684,0.735
1416378,2672.000,684,0.735
1416383,2688.000,683,0.734
1416388,2688.000,684,0.735
1416393,2688.000,684,0.735
1416398,2688.000,684,0.735
1416403,2703.000,684,0.735
1416408,2703.000,684,0.735
1416413,2703.000,684,0.735
1416418,2719.000,684,0.735
1416423,2719.000,684,0.735
1416428,2735.000,684,0.735
1416433,2766.000,683,0.734
1416438,2766.000,684,0.735
1416443,2766.000,684,0.735
1416448,2766.000,684,0.735
1416453,2766.000,684,0.735
1416458,2766.000,684,0.735
1416463,2766.000,684,0.735
1416468,2766.000,683,0.734
1416473,2766.000,684,0.735
1416478,2781.000,684,0.735
1416483,2781.000,684,0.735
1416488,2781.000,684,0.735
1416493,2781.000,684,0.735
1416498,2797.000,684,0.735
1416503,2797.000,684,0.735
1416508,2813.000,684,0.735
1416513,2813.000,684,0.735
1416518,2813.000,684,0.735
1416523,2813.000,684,0.735
1416528,2828.000,685,0.737
1416534,2828.000,685,0.737
1416539,2828.000,684,0.735
1416544,2844.000,684,0.735
1416549,2891.000,684,0.735
1416554,2891.000,684,0.735
1416559,2891.000,684,0.735
1416564,2891.000,684,0.735
1416569,2891.000,684,0.735
1416574,2891.000,684,0.735
1416579,2891.000,684,0.735
1416584,2891.000,684,0.735
1416589,2891.000,684,0.735
1416594,2891.000,684,0.735
1416599,2891.000,684,0.735
1416604,2906.000,685,0.737
1416609,2906.000,684,0.735
1416614,2906.000,684,0.735
1416619,2922.000,684,0.735
1416624,2922.000,684,0.735
1416629,2922.000,685,0.737
1416634,2938.000,684,0.735
1416639,2938.000,684,0.735
1416644,2938.000,684,0.735
1416649,2953.000,684,0.735
1416654,2953.000,684,0.735
1416659,2953.000,684,0.735
1416664,2953.000,685,0.737
1416669,2985.000,685,0.737
1416674,3000.000,684,0.735
1416679,3000.000,685,0.737
1416684,3000.000,685,0.737
1416689,3000.000,684,0.735
1416694,3000.000,685,0.737
1416699,3000.000,685,0.737
1416704,3000.000,685,0.737
1416709,3000.000,685,0.737
1416714,3016.000,685,0.737
1416719,3016.000,684,0.735
1416724,3016.000,685,0.737
1416729,3031.000,685,0.737
1416734,3031.000,685,0.737
1416739,3031.000,684,0.735
1416744,3047.000,685,0.737
