Frequency(Hz),Amplitude(V)
0.001673643,0.000681261606828
0.003347286,0.00118398855335
0.005020929,0.000808807568387
0.006694572,0.000855837110872
0.008368215,0.00160366055622
0.010041857,0.00105925731242
0.011715500,0.00080093162927
0.013389143,0.000671785308188
0.015062786,0.000475753552406
0.016736429,0.00125429832312
0.018410072,0.00148635848162
0.020083715,0.00109754511511
0.021757358,0.000971561406452
0.023431001,0.00149495179732
0.025104644,0.00140110080559
0.026778287,0.000748326459464
0.028451930,0.00114409788586
0.030125572,0.000894339765613
0.031799215,0.00122650726112
0.033472858,0.0012801501286
0.035146501,0.00102787473594
0.036820144,0.000615237326378
0.038493787,0.00134573564269
0.040167430,0.00226180312304
0.041841073,0.00204467219341
0.043514716,0.00142654604277
0.045188359,0.000962865592698
0.046862002,0.00144461215836
0.048535644,0.0026553471566
0.050209287,0.00345408951027
0.051882930,0.00318009288882
0.053556573,0.00337209014339
0.055230216,0.00518788300551
0.056903859,0.0043798328016
0.058577502,0.00166959750669
0.060251145,0.00409981047598
0.061924788,0.00872574548794
0.063598431,0.0113977140413
0.065272074,0.00709663965
0.066945717,0.00402913033582
0.068619359,0.00267613817395
0.070293002,0.0097974215932
0.071966645,0.0184039649306
0.073640288,0.017702630998
0.075313931,0.0131624759957
0.076987574,0.0133142903316
0.078661217,0.00414389740021
0.080334860,0.0084920851834
0.082008503,0.00333740123328
0.083682146,0.00873770073699
0.085355789,0.0147036683345
0.087029432,0.0101830523685
0.088703074,0.00753897742071
0.090376717,0.0141359161655
0.092050360,0.00375676259607
0.093724003,0.00827063554169
0.095397646,0.00415945353488
0.097071289,0.00281894039938
0.098744932,0.00559378760861
0.100418575,0.00235145881069
0.102092218,0.00399239302519
0.103765861,0.00270064068412
0.105439504,0.0039280843331
0.107113146,0.0040205850486
0.108786789,0.0023938687933
0.110460432,0.00404851402674
0.112134075,0.00332781466121
0.113807718,0.00251634467184
0.115481361,0.00238381071337
0.117155004,0.00121798849291
0.118828647,0.000728414502047
0.120502290,0.00405200503369
0.122175933,0.00188396263546
0.123849576,0.00310804854723
0.125523219,0.00282104382531
0.127196861,0.00472073311455
0.128870504,0.00403463575978
0.130544147,0.00160709178477
0.132217790,0.00083475637001
0.133891433,0.00309555294272
0.135565076,0.00556291229246
0.137238719,0.00586072004921
0.138912362,0.00546223972601
0.140586005,0.00437264164836
0.142259648,0.00274529548027
0.143933291,0.00391154544306
0.145606933,0.0041035896421
0.147280576,0.00122879068991
0.148954219,0.0024867879482
0.150627862,0.0029238896591
0.152301505,0.00253029278314
0.153975148,0.00149094572775
0.155648791,0.00370794272192
0.157322434,0.00841250811818
0.158996077,0.00726422193243
0.160669720,0.00332331878565
0.162343363,0.00162738451842
0.164017006,0.00143420372103
0.165690648,0.00425022680844
0.167364291,0.0037568941201
0.169037934,0.00426655965966
0.170711577,0.00331888854566
0.172385220,0.00129639019115
0.174058863,0.00398723959972
0.175732506,0.00467695824723
0.177406149,0.00320426441356
0.179079792,0.00216324901945
0.180753435,0.00382445938533
0.182427078,0.00128012945924
0.184100720,0.00395252419603
0.185774363,0.00252182193147
0.187448006,0.00352738884564
0.189121649,0.00277534846408
0.190795292,0.00268484893997
0.192468935,0.00554021977012
0.194142578,0.00263223648911
0.195816221,0.00437136878082
0.197489864,0.00444809043363
0.199163507,0.00147724954956
0.200837150,0.00179189920024
0.202510793,0.00282041725641
0.204184435,0.00237624820936
0.205858078,0.00315108532884
0.207531721,0.00227226116509
0.209205364,0.00268052322897
0.210879007,0.00158412954945
0.212552650,0.00182238596
0.214226293,0.00260318758836
0.215899936,0.00300922182489
0.217573579,0.00290696636358
0.219247222,0.00214390964857
0.220920865,0.00111441750018
0.222594507,0.00162795933536
0.224268150,0.000810351044174
0.225941793,0.00167364271862
0.227615436,0.0018149036177
0.229289079,0.00329398525963
0.230962722,0.00291465407041
0.232636365,0.00450655523516
0.234310008,0.00224488341519
0.235983651,0.000716484854362
0.237657294,0.00203871331342
0.239330937,0.00143112255902
0.241004580,0.000455466399053
0.242678222,0.00290088917739
0.244351865,0.00297049018753
0.246025508,0.00111156188345
0.247699151,0.00297715811991
0.249372794,0.00295557261852
0.251046437,0.00225920064711
0.252720080,0.00226737461075
0.254393723,0.000869530491625
0.256067366,0.0019809242405
0.257741009,0.00259474915541
0.259414652,0.00170913323786
0.261088295,0.00147636345833
0.262761937,0.00183804362206
0.264435580,0.00399823641712
0.266109223,0.00347241531259
0.267782866,0.00171646807189
0.269456509,0.00249842916405
0.271130152,0.00336372879915
0.272803795,0.0025528369827
0.274477438,0.000504865399284
0.276151081,0.00212850447353
0.277824724,0.00381361249612
0.279498367,0.00343369168944
0.281172009,0.00206870568985
0.282845652,0.00259999385784
0.284519295,0.000458002247875
0.286192938,0.00260551102108
0.287866581,0.00254961299687
0.289540224,0.00134292079236
0.291213867,0.00073771221506
0.292887510,0.00195406236273
0.294561153,0.00231375016623
0.296234796,0.00133923491444
0.297908439,0.0015893537141
0.299582082,0.000233353136882
0.301255724,0.00199576549987
0.302929367,0.00168155010353
0.304603010,0.00109130727647
0.306276653,0.00158218895115
0.307950296,0.00152794081096
0.309623939,0.00194601175092
