Frequency(Hz),Amplitude(V)
0.001673671,0.000235444160285
0.003347342,0.000357125686971
0.005021013,0.000238844594305
0.006694684,0.000230510538309
0.008368355,0.000247854424996
0.010042026,0.000155892490917
0.011715696,0.000151042273334
0.013389367,0.000111378421542
0.015063038,0.000134207217434
0.016736709,0.000179091807104
0.018410380,0.000265415804429
0.020084051,0.000203582665446
0.021757722,0.000241286998359
0.023431393,0.000229356068564
0.025105064,0.00010612435257
0.026778735,0.000181720134281
0.028452406,0.000222939029931
0.030126077,0.000256863927454
0.031799748,0.000167488850974
0.033473418,0.000113163982494
0.035147089,0.000267136202536
0.036820760,0.000400127366159
0.038494431,0.000291576238441
0.040168102,0.00025654212907
0.041841773,0.000203216009896
0.043515444,0.000167184778762
0.045189115,0.000354302663323
0.046862786,9.69803232594e-05
0.048536457,0.00011009648767
0.050210128,0.000108578916921
0.051883799,8.86858217567e-05
0.053557470,0.000237995322077
0.055231141,0.000167118793809
0.056904811,6.06881040755e-05
0.058578482,0.000339384742699
0.060252153,0.000427715734535
0.061925824,0.000116602606216
0.063599495,0.00020787436503
0.065273166,0.000231066053327
0.066946837,0.000235677779316
0.068620508,0.000415951750422
0.070294179,0.000384127879011
0.071967850,0.000249859558293
0.073641521,8.35586239995e-05
0.075315192,0.000149885168175
0.076988863,0.000122565514909
0.078662533,0.000141962934437
0.080336204,0.000255040258568
0.082009875,0.000238184061624
0.083683546,0.000197883159568
0.085357217,0.000102294275686
0.087030888,0.000155452091138
0.088704559,0.000323654931853
0.090378230,0.000244802976546
0.092051901,0.000166231291832
0.093725572,0.000176856212621
0.095399243,0.000330806231569
0.097072914,0.000225016267253
0.098746585,2.23362995682e-05
0.100420255,8.2305829716e-05
0.102093926,2.06512873803e-05
0.103767597,0.000263385745185
0.105441268,0.000347669170208
0.107114939,7.30752199021e-05
0.108788610,0.000352960699492
0.110462281,0.000469864813005
0.112135952,0.000460352773804
0.113809623,0.000365144786572
0.115483294,0.000245067129383
0.117156965,2.60541411034e-05
0.118830636,0.000443030816428
0.120504307,0.000449164936905
0.122177978,0.000501588549482
0.123851648,0.000392220501729
0.125525319,0.000314625284488
0.127198990,0.000775998409464
0.128872661,0.000740899181839
0.130546332,0.000556332888347
0.132220003,0.000167734615699
0.133893674,0.000484454862455
0.135567345,0.000437492101023
0.137241016,0.000655665778381
0.138914687,0.000640420592056
0.140588358,0.000252071832558
0.142262029,0.000516325211685
0.143935700,0.000636913553368
0.145609370,0.000602394155449
0.147283041,0.00023896154525
0.148956712,0.000845441114089
0.150630383,0.00146731998095
0.152304054,0.00100403043277
0.153977725,0.000590485689914
0.155651396,0.00113738755591
0.157325067,0.000832370680188
0.158998738,0.000562487957553
0.160672409,0.00076123469302
0.162346080,0.0016538096427
0.164019751,0.00224566726232
0.165693422,0.00188240310141
0.167367092,0.0023940468384
0.169040763,0.000683289860284
0.170714434,0.00098409685521
0.172388105,0.000488781670378
0.174061776,0.000604785720444
0.175735447,0.00144333951901
0.177409118,0.00286888704107
0.179082789,0.00255620162706
0.180756460,0.00699296198568
0.182430131,0.00697370134178
0.184103802,0.00671715373427
0.185777473,0.00935129425904
0.187451144,0.00629827663561
0.189124815,0.00276746440774
0.190798485,0.00588333963773
0.192472156,0.00710278632097
0.194145827,0.00615964177447
0.195819498,0.00670139035104
0.197493169,0.00884778309628
0.199166840,0.0117989459556
0.200840511,0.0145263392658
0.202514182,0.0166550968474
0.204187853,0.016802686351
0.205861524,0.0128215074253
0.207535195,0.00737664997736
0.209208866,0.00428413571302
0.210882537,0.00572909457091
0.212556207,0.00716389684959
0.214229878,0.00456460659155
0.215903549,0.00317220176777
0.217577220,0.00270816703984
0.219250891,0.00180775436564
