Time(ms),PCElapsed(ms),ADC,Voltage(V)
7789142,2766.000,664,0.714
7789147,2766.000,664,0.714
7789152,2766.000,664,0.714
7789157,2782.000,664,0.714
7789162,2782.000,664,0.714
7789167,2782.000,664,0.714
7789172,2797.000,664,0.714
7789177,2797.000,664,0.714
7789182,2797.000,664,0.714
7789187,2813.000,664,0.714
7789192,2813.000,664,0.714
7789197,2813.000,664,0.714
7789202,2828.000,664,0.714
7789207,2828.000,664,0.714
7789212,2828.000,665,0.715
7789217,2844.000,664,0.714
7789222,2844.000,664,0.714
7789227,2875.000,664,0.714
7789232,2875.000,664,0.714
7789237,2875.000,665,0.715
7789242,2875.000,666,0.716
7789247,2875.000,665,0.715
7789252,2875.000,666,0.716
7789257,2875.000,665,0.715
7789262,2891.000,666,0.716
7789267,2891.000,665,0.715
7789272,2891.000,665,0.715
7789277,2891.000,666,0.716
7789282,2907.000,666,0.716
7789287,2907.000,666,0.716
7789292,2907.000,666,0.716
7789297,2922.000,666,0.716
7789302,2922.000,665,0.715
7789307,2922.000,665,0.715
7789312,2938.000,665,0.715
7789317,2938.000,666,0.716
7789322,2938.000,666,0.716
7789327,2953.000,666,0.716
7789332,2953.000,665,0.715
7789337,2953.000,666,0.716
7789342,2969.000,667,0.717
7789347,2969.000,667,0.717
7789352,3000.000,667,0.717
7789357,3000.000,667,0.717
7789362,3000.000,667,0.717
7789367,3000.000,667,0.717
7789372,3000.000,667,0.717
7789377,3016.000,667,0.717
7789382,3016.000,667,0.717
7789387,3016.000,667,0.717
7789392,3016.000,667,0.717
7789398,3016.000,667,0.717
7789403,3032.000,667,0.717
7789408,3032.000,667,0.717
7789413,3032.000,667,0.717
7789418,3047.000,667,0.717
7789423,3047.000,667,0.717
7789428,3047.000,667,0.717
7789433,3063.000,667,0.717
7789438,3063.000,667,0.717
7789443,3063.000,668,0.718
7789448,3063.000,668,0.718
7789453,3078.000,668,0.718
7789458,3078.000,668,0.718
7789463,3078.000,668,0.718
7789468,3094.000,668,0.718
7789473,3094.000,668,0.718
7789478,3094.000,668,0.718
7789483,3110.000,668,0.718
7789488,3141.000,668,0.718
7789493,3141.000,668,0.718
7789498,3141.000,668,0.718
7789503,3141.000,668,0.718
7789508,3141.000,668,0.718
7789513,3141.000,668,0.718
7789518,3141.000,668,0.718
7789523,3141.000,668,0.718
7789528,3157.000,668,0.718
7789533,3157.000,668,0.718
7789538,3157.000,668,0.718
7789543,3172.000,669,0.719
7789548,3172.000,669,0.719
7789553,3172.000,670,0.720
7789558,3188.000,669,0.719
7789563,3188.000,670,0.720
