Time(ms),PCElapsed(ms),ADC,Voltage(V)
3286568,1109.000,661,0.711
3286573,1109.000,663,0.713
3286578,1109.000,662,0.712
3286583,1125.000,662,0.712
3286588,1125.000,662,0.712
3286593,1156.000,662,0.712
3286598,1156.000,662,0.712
3286603,1156.000,661,0.711
3286608,1156.000,662,0.712
3286614,1156.000,662,0.712
3286619,1156.000,662,0.712
3286624,1156.000,662,0.712
3286629,1172.000,662,0.712
3286634,1172.000,661,0.711
3286639,1172.000,662,0.712
3286644,1187.000,661,0.711
3286649,1187.000,662,0.712
3286654,1187.000,661,0.711
3286659,1203.000,662,0.712
3286664,1203.000,662,0.712
3286669,1234.000,662,0.712
3286674,1234.000,662,0.712
3286679,1234.000,662,0.712
3286684,1234.000,662,0.712
3286689,1234.000,662,0.712
3286694,1234.000,662,0.712
3286699,1234.000,662,0.712
3286704,1250.000,661,0.711
3286709,1250.000,662,0.712
3286714,1250.000,662,0.712
3286719,1281.000,662,0.712
3286724,1281.000,662,0.712
3286729,1281.000,662,0.712
3286734,1281.000,662,0.712
3286739,1281.000,662,0.712
3286744,1281.000,662,0.712
3286749,1281.000,662,0.712
3286754,1297.000,662,0.712
3286759,1297.000,662,0.712
3286764,1297.000,662,0.712
3286769,1312.000,662,0.712
3286774,1312.000,662,0.712
3286779,1312.000,662,0.712
3286784,1328.000,662,0.712
3286789,1328.000,662,0.712
3286794,1328.000,662,0.712
3286799,1359.000,662,0.712
3286804,1359.000,662,0.712
3286809,1359.000,662,0.712
3286814,1359.000,662,0.712
3286819,1359.000,662,0.712
3286824,1359.000,662,0.712
3286829,1375.000,662,0.712
3286834,1375.000,662,0.712
3286839,1375.000,662,0.712
3286844,1390.000,662,0.712
3286849,1406.000,662,0.712
3286854,1406.000,662,0.712
3286859,1406.000,662,0.712
3286864,1406.000,662,0.712
3286870,1406.000,663,0.713
3286875,1422.000,662,0.712
3286880,1422.000,662,0.712
3286885,1422.000,662,0.712
3286890,1422.000,662,0.712
3286895,1437.000,662,0.712
3286900,1437.000,663,0.713
3286905,1437.000,662,0.712
3286910,1453.000,663,0.713
3286915,1453.000,662,0.712
3286920,1453.000,662,0.712
3286925,1484.000,662,0.712
3286930,1484.000,663,0.713
3286935,1484.000,663,0.713
3286940,1484.000,662,0.712
3286945,1484.000,662,0.712
